region,HR_Region,Shortage_%,IMPLAN_category,crop_class,basin,crop,p,y,xland,xlandsc,xwater,xwatersc,grev,grevsc,iterations,statussc,lambdawater
ANT01-IDs,Sacramento River,0.88,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,171.6181580457802,1763.595640312418,723.5593090752026,313984.0029725,129142.6639294496,2,Good,78.07595781869291
ANT01-IDs,Sacramento River,0.88,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1849.3176385223733,6536.722008614954,6502.439215636452,7366666.799564798,7346397.306367177,2,Good,78.07595781869291
ANT01-IDs,Sacramento River,0.89,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,230.7544633144595,662.8889632586987,661.6260762681968,982477.3184165967,983063.2430858469,2,Good,78.06563710843602
ANT01-IDs,Sacramento River,0.89,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,192.8736262572859,1763.595640312418,813.1744877126569,313984.0029725,145137.40375860763,2,Good,78.06563710843602
ANT01-IDs,Sacramento River,0.89,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1849.3216727556853,6536.722008614954,6502.453400520847,7366666.799564798,7346413.332321896,2,Good,78.06563710843602
ANT01-IDs,Sacramento River,0.9,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,230.7562978800944,662.8889632586987,661.6313363895001,982477.3184165967,983071.0587268394,2,Good,78.0455554453621
ANT01-IDs,Sacramento River,0.9,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,214.12530625356925,1763.595640312418,902.7736948560854,313984.0029725,161129.29295581087,2,Good,78.0455554453621
ANT01-IDs,Sacramento River,0.9,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1849.3295222271051,6536.722008614954,6502.4810002742715,7366666.799564798,7346444.514274901,2,Good,78.0455554453621
ANT01-IDs,Sacramento River,0.91,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,230.75986594354092,662.8889632586987,661.641566847434,982477.3184165967,983086.2594383354,2,Good,78.00649491684645
ANT01-IDs,Sacramento River,0.91,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,235.36962118278245,1763.595640312418,992.3418501405761,313984.0029725,177115.6399400438,2,Good,78.00649491684645
ANT01-IDs,Sacramento River,0.91,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1849.3447893794194,6536.722008614954,6502.534681549976,7366666.799564798,7346505.16289702,2,Good,78.00649491684645
ANT01-IDs,Sacramento River,0.92,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,230.76680020788527,662.8889632586987,661.6614489769858,982477.3184165967,983115.8008838047,2,Good,77.93057040567706
ANT01-IDs,Sacramento River,0.92,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,256.5996327299335,1763.595640312418,1081.8497009366076,313984.0029725,193091.22362927496,2,Good,77.93057040567706
ANT01-IDs,Sacramento River,0.92,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1849.3744623791888,6536.722008614954,6502.639015642468,7366666.799564798,7346623.038615629,2,Good,77.93057040567706
ANT01-IDs,Sacramento River,0.93,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,230.78025651245383,662.8889632586987,661.7000312948016,982477.3184165967,983173.1276120469,2,Good,77.78318478735534
ANT01-IDs,Sacramento River,0.93,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,277.8019257455713,1763.595640312418,1171.2406876331931,313984.0029725,209045.94912354238,2,Good,77.78318478735534
ANT01-IDs,Sacramento River,0.93,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1849.4320535564293,6536.722008614954,6502.841513646032,7366666.799564798,7346851.819037411,2,Good,77.78318478735534
ANT01-IDs,Sacramento River,0.94,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,230.8062947412781,662.8889632586987,661.7746888811281,982477.3184165967,983284.0560218577,2,Good,77.49780263656002
ANT01-IDs,Sacramento River,0.94,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,298.9507248136513,1763.595640312418,1260.4061384999266,313984.0029725,224960.42042227258,2,Good,77.49780263656002
ANT01-IDs,Sacramento River,0.94,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1849.5435280143142,6536.722008614954,6503.233472210729,7366666.799564798,7347294.650295858,2,Good,77.49780263656002
ANT01-IDs,Sacramento River,0.95,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,230.85640462328797,662.8889632586987,661.9183654294678,982477.3184165967,983497.5348097073,2,Good,76.94789427054508
ANT01-IDs,Sacramento River,0.95,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,319.9971016916581,1763.595640312418,1349.1397671757845,313984.0029725,240797.81902297272,2,Good,76.94789427054508
ANT01-IDs,Sacramento River,0.95,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1849.7581850451866,6536.722008614954,6503.988234003889,7366666.799564798,7348147.373376277,2,Good,76.94789427054508
ANT01-IDs,Sacramento River,0.96,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,230.95185081205733,662.8889632586987,662.1920315888498,982477.3184165967,983904.1559364412,2,Good,75.89791689982684
ANT01-IDs,Sacramento River,0.96,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,340.850294875141,1763.595640312418,1437.0589140860375,313984.0029725,256489.8468935436,2,Good,75.89791689982684
ANT01-IDs,Sacramento River,0.96,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1850.1675141629437,6536.722008614954,6505.42748795082,7366666.799564798,7349773.429530974,2,Good,75.89791689982684
ANT01-IDs,Sacramento River,0.97,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,231.1302458282028,662.8889632586987,662.7035311004912,982477.3184165967,984664.1567641752,2,Good,73.92645708295647
ANT01-IDs,Sacramento River,0.97,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,361.3490446139088,1763.595640312418,1523.4836920055159,313984.0029725,271915.1560719664,2,Good,73.92645708295647
ANT01-IDs,Sacramento River,0.97,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1850.9342066387537,6536.722008614954,6508.123277534613,7366666.799564798,7352819.108337997,2,Good,73.92645708295647
ANT01-IDs,Sacramento River,0.98,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,231.45285105079935,662.8889632586987,663.6285144181345,982477.3184165967,986038.5238373269,2,Good,70.33139117041311
ANT01-IDs,Sacramento River,0.98,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,381.2283470677123,1763.595640312418,1607.2968182558168,313984.0029725,286874.3311684535,2,Good,70.33139117041311
ANT01-IDs,Sacramento River,0.98,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1852.3260661412517,6536.722008614954,6513.017234978564,7366666.799564798,7358348.257407361,2,Good,70.33139117041311
ANT01-IDs,Sacramento River,0.99,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,232.00606391015882,662.8889632586987,665.2147028328695,982477.3184165967,988395.3286411308,2,Good,64.07569828393021
ANT01-IDs,Sacramento River,0.99,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,400.10759566257786,1763.595640312418,1686.8936174796768,313984.0029725,301080.96573608986,2,Good,64.07569828393021
ANT01-IDs,Sacramento River,0.99,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1854.729015397852,6536.722008614954,6521.466314345533,7366666.799564798,7367893.951223448,2,Good,64.07569828393021
ANT01-IDs,Sacramento River,1.0,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,230.61696497578055,662.8889632586987,662.8846125485176,982477.3184165967,982477.4708290544,2,Good,0.0009768497469231766
ANT01-IDs,Sacramento River,1.0,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,417.2544253550897,1763.595640312418,1763.581771718532,313984.0029725,313983.955079705,2,Good,0.0009768497469231766
ANT01-IDs,Sacramento River,1.0,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1854.4201558521959,6536.722008614954,6536.67781472016,7366666.799564798,7366667.00951966,2,Good,0.0009768497469231766
ANT02-WAs,Sacramento River,0.5,Other field and grain,Field and grain,ANT,Field and Grain,173.22984259999996,2.485487486,610.495454,5.082713778556714e-20,647.1251812400001,5.206148079304988e-08,262855.29262474744,2.188416324538857e-17,6,Good,426.9653595421971
ANT02-WAs,Sacramento River,0.5,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,752.5419621,4.923249322975846e-07,2151.904185154842,1.4720862077718508e-06,3205989.3065299396,0.0020974092446347757,6,Good,426.9653595421971
ANT02-WAs,Sacramento River,0.5,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,1220.895677,8.75025291061065e-21,5160.3190618602985,5.206148079272536e-08,918723.9969425,6.5845653152345136e-18,6,Good,426.9653595421971
ANT02-WAs,Sacramento River,0.5,Trees and Vine,Trees and vines,ANT,Almonds,5165.974452,0.8565781309999999,183.9848881,120.5873980714475,657.3511614181565,429.7640721864222,814144.305247965,533606.5610517847,6,Good,426.9653595421971
ANT02-WAs,Sacramento River,0.5,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,2919.768044,2569.857306810433,10261.959243363643,9009.565437083436,11598751.694596492,10208734.510089284,6,Good,426.9653595421971
ANT02-WAs,Sacramento River,0.51,Other field and grain,Field and grain,ANT,Field and Grain,173.22984259999996,2.485487486,610.495454,1.0983682975592233e-21,647.1251812400001,1.098368297559195e-08,262855.29262474744,4.72914119790768e-19,2,Good,408.23705859852805
ANT02-WAs,Sacramento River,0.51,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,752.5419621,29.31153449883949,2151.904185154842,83.60719705114991,3205989.3065299396,124873.3903143802,2,Good,408.23705859852805
ANT02-WAs,Sacramento River,0.51,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,1220.895677,1.0983682975590493e-21,5160.3190618602985,1.0983682975593309e-08,918723.9969425,8.265221439131846e-19,2,Good,408.23705859852805
ANT02-WAs,Sacramento River,0.51,Trees and Vine,Trees and vines,ANT,Almonds,5165.974452,0.8565781309999999,183.9848881,125.05438967662735,657.3511614181565,445.6840814729021,814144.305247965,553373.2702337418,2,Good,408.23705859852805
ANT02-WAs,Sacramento River,0.51,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,2919.768044,2595.3173454424827,10261.959243363643,9098.824822561714,11598751.694596492,10309874.27933733,2,Good,408.23705859852805
ANT02-WAs,Sacramento River,0.52,Other field and grain,Field and grain,ANT,Field and Grain,173.22984259999996,2.485487486,610.495454,1.099472155893551e-21,647.1251812400001,1.099472155893523e-08,262855.29262474744,4.733893977041167e-19,2,Good,408.00927165859105
ANT02-WAs,Sacramento River,0.52,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,752.5419621,95.06369780661987,2151.904185154842,271.156370669661,3205989.3065299396,404991.6336316111,2,Good,408.00927165859105
ANT02-WAs,Sacramento River,0.52,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,1220.895677,1.0994721558933773e-21,5160.3190618602985,1.0994721558936588e-08,918723.9969425,8.273527973097664e-19,2,Good,408.00927165859105
ANT02-WAs,Sacramento River,0.52,Trees and Vine,Trees and vines,ANT,Almonds,5165.974452,0.8565781309999999,183.9848881,125.10708552334731,657.3511614181565,445.87188535650773,814144.305247965,553606.4525562702,2,Good,408.00927165859105
ANT02-WAs,Sacramento River,0.52,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,2919.768044,2595.6167333459916,10261.959243363643,9099.874435277796,11598751.694596492,10311063.595029822,2,Good,408.00927165859105
ANT02-WAs,Sacramento River,0.53,Other field and grain,Field and grain,ANT,Field and Grain,173.22984259999996,2.485487486,610.495454,1.1016188532578776e-21,647.1251812400001,1.101618853257849e-08,262855.29262474744,4.743136810221656e-19,3,Good,407.5669745880461
ANT02-WAs,Sacramento River,0.53,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,752.5419621,160.40828794383077,2151.904185154842,457.5429968147027,3205989.3065299396,683373.5282901867,3,Good,407.5669745880461
ANT02-WAs,Sacramento River,0.53,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,1220.895677,1.1016188532577038e-21,5160.3190618602985,1.1016188532579853e-08,918723.9969425,8.289681870764221e-19,3,Good,407.5669745880461
ANT02-WAs,Sacramento River,0.53,Trees and Vine,Trees and vines,ANT,Almonds,5165.974452,0.8565781309999999,183.9848881,125.20929814537655,657.3511614181565,446.23616316140993,814144.305247965,554058.749617235,3,Good,407.5669745880461
ANT02-WAs,Sacramento River,0.53,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,2919.768044,2596.19738544526,10261.959243363643,9101.910121489127,11598751.694596492,10313370.230152499,3,Good,407.5669745880461
ANT02-WAs,Sacramento River,0.54,Other field and grain,Field and grain,ANT,Field and Grain,173.22984259999996,2.485487486,610.495454,1.1057503562920579e-21,647.1251812400001,1.1057503562920285e-08,262855.29262474744,4.760925434721872e-19,3,Good,406.7182739039141
ANT02-WAs,Sacramento River,0.54,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,752.5419621,224.98330967078257,2151.904185154842,641.7345329106168,3205989.3065299396,958476.8973406366,3,Good,406.7182739039141
ANT02-WAs,Sacramento River,0.54,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,1220.895677,1.1057503562918834e-21,5160.3190618602985,1.1057503562921655e-08,918723.9969425,8.320771431096422e-19,3,Good,406.7182739039141
ANT02-WAs,Sacramento River,0.54,Trees and Vine,Trees and vines,ANT,Almonds,5165.974452,0.8565781309999999,183.9848881,125.40503193342435,657.3511614181565,446.9337431005576,814144.305247965,554924.8835183906,3,Good,406.7182739039141
ANT02-WAs,Sacramento River,0.54,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,2919.768044,2597.30908697246,10261.959243363643,9105.807593784308,11598751.694596492,10317786.454242283,3,Good,406.7182739039141
ANT02-WAs,Sacramento River,0.55,Other field and grain,Field and grain,ANT,Field and Grain,173.22984259999996,2.485487486,610.495454,1.113553198155438e-21,647.1251812400001,1.1135531981554075e-08,262855.29262474744,4.794521397932819e-19,2,Good,405.12445103551266
ANT02-WAs,Sacramento River,0.55,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,752.5419621,288.15649195787756,2151.904185154842,821.9275111604939,3205989.3065299396,1227608.1313076003,2,Good,405.12445103551266
ANT02-WAs,Sacramento River,0.55,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,1220.895677,1.1135531981552626e-21,5160.3190618602985,1.1135531981555453e-08,918723.9969425,8.379487816118352e-19,2,Good,405.12445103551266
ANT02-WAs,Sacramento River,0.55,Trees and Vine,Trees and vines,ANT,Almonds,5165.974452,0.8565781309999999,183.9848881,125.77121056463491,657.3511614181565,448.2387751536582,814144.305247965,556545.2462035125,2,Good,405.12445103551266
ANT02-WAs,Sacramento River,0.55,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,2919.768044,2599.388055778452,10261.959243363643,9113.096171811456,11598751.694596492,10326045.138698764,2,Good,405.12445103551266
ANT02-WAs,Sacramento River,0.56,Other field and grain,Field and grain,ANT,Field and Grain,173.22984259999996,2.485487486,610.495454,1.1278262605250272e-21,647.1251812400001,1.1278262605249944e-08,262855.29262474744,4.855975581763803e-19,2,Good,402.2392563040597
ANT02-WAs,Sacramento River,0.56,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,752.5419621,348.92964371016234,2151.904185154842,995.2747261561489,3205989.3065299396,1486514.7231715843,2,Good,402.2392563040597
ANT02-WAs,Sacramento River,0.56,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,1220.895677,1.1278262605248496e-21,5160.3190618602985,1.1278262605251339e-08,918723.9969425,8.486892610449493e-19,2,Good,402.2392563040597
ANT02-WAs,Sacramento River,0.56,Trees and Vine,Trees and vines,ANT,Almonds,5165.974452,0.8565781309999999,183.9848881,126.42948095680423,657.3511614181565,450.5847994384428,814144.305247965,559458.1326727899,2,Good,402.2392563040597
ANT02-WAs,Sacramento River,0.56,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,2919.768044,2603.122757408651,10261.959243363643,9126.189520860939,11598751.694596492,10340881.206567615,2,Good,402.2392563040597
ANT02-WAs,Sacramento River,0.57,Other field and grain,Field and grain,ANT,Field and Grain,173.22984259999996,2.485487486,610.495454,1.1526969209852365e-21,647.1251812400001,1.1526969209851994e-08,262855.29262474744,4.963058848153516e-19,7,Good,397.30325143722257
ANT02-WAs,Sacramento River,0.57,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,752.5419621,405.9754030821032,2151.904185154842,1157.9900573397808,3205989.3065299396,1729541.8282900357,7,Good,397.30325143722257
ANT02-WAs,Sacramento River,0.57,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,1220.895677,1.1492683178851201e-19,5160.3190618602985,1.1526969210541551e-08,918723.9969425,8.648244092085529e-17,7,Good,397.30325143722257
ANT02-WAs,Sacramento River,0.57,Trees and Vine,Trees and vines,ANT,Almonds,5165.974452,0.8565781309999999,183.9848881,127.5421772603574,657.3511614181565,454.55036219317793,814144.305247965,564381.8814021741,7,Good,397.30325143722257
ANT02-WAs,Sacramento River,0.57,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,2919.768044,2609.4281092760416,10261.959243363643,9148.295215252161,11598751.694596492,10365929.158855198,7,Good,397.30325143722257
ANT02-WAs,Sacramento River,0.58,Other field and grain,Field and grain,ANT,Field and Grain,173.22984259999996,2.485487486,610.495454,1.511663351470056e-16,647.1251812400001,8.273527582632977e-08,262855.29262474744,6.508626886528266e-14,2,Good,389.4697463894359
ANT02-WAs,Sacramento River,0.58,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,752.5419621,457.9563170714824,2151.904185154842,1306.2586005662188,3205989.3065299396,1950991.6115400724,2,Good,389.4697463894359
