region,crop,hr,Shortage_%,xland,p,y,xlandsc,xwater,xwatersc,grev,grevsc,iterations,statussc,lambdawater
BANTA-CARBONA I.D.,Corn,San Joaquin River,0.6,282.9171526,59.0,27.1,4.1176408066980814e-22,683.4795368215509,4.117640806698684e-09,452356.23529214005,6.583695885829563e-19,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Cucurbits,San Joaquin River,0.6,324.6611668,203.0,12.0,309.5178693804888,746.5996259320906,709.9962421029497,790874.6023248,753985.5298108706,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Dry Beans,San Joaquin River,0.6,1248.750059,1752.0,1.3,4.1176487395875704e-22,2762.36170131648,4.1176487395881715e-09,2844153.1343783997,9.37835676928465e-19,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Grain,San Joaquin River,0.6,72.81367026,164.0,2.5,5.059445471794974e-17,33.97899734514724,4.117649070437345e-09,29853.604806599997,2.0743726434359392e-14,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Other Deciduous,San Joaquin River,0.6,5966.793346,1941.520674,2.07538957,5152.705231353884,20560.59844055851,17710.994700482413,24042667.2585236,20762371.038330793,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Pasture,San Joaquin River,0.6,8.53927993,276.0,5.0,4.117648739478598e-22,39.282284924693066,4.117648739480146e-09,11784.206303399998,5.682355260480465e-19,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Safflower,San Joaquin River,0.6,52.20934812,574.0,1.3,4.1176487395868873e-22,125.59767726324469,4.117648739587615e-09,38958.61556714401,3.0725894894797354e-19,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Tomato Processing,San Joaquin River,0.6,750.894725,101.0,43.3,466.0670827575483,1786.8747878138583,1106.308880401562,3283887.9008424995,2038251.1730235857,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Truck Crops,San Joaquin River,0.6,43.2080525,555.0,22.8,39.17930975081874,115.26753339094934,104.25862388818126,546754.696335,495774.98558686033,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Vineyard,San Joaquin River,0.6,351.735675,1689.181611,10.69211111,334.4271645153314,1089.8475423605726,1033.6268368475978,6352668.997352641,6040061.417964206,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Alfalfa,San Joaquin River,0.65,692.4817265,281.0,6.7,6.487307212281694e-21,2863.3879501255306,6.48730721227949e-08,1303735.34648155,1.2213653288562746e-17,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Almonds & Pistachios,San Joaquin River,0.65,6944.405664,4883.344789,1.202182209,4167.437680577677,28639.45369734431,17143.980379834593,40768315.567165144,24465652.30903042,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Citrus & Subtropical,San Joaquin River,0.65,160.6387081,933.0,3.6,137.0405908330286,521.6687197067006,443.92204865495955,539553.29276628,460291.9364899765,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Corn,San Joaquin River,0.65,282.9171526,59.0,27.1,1.8480231723712878e-07,683.4795368215509,5.33186724186033e-07,452356.23529214005,0.00029548042503044523,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Cucurbits,San Joaquin River,0.65,324.6611668,203.0,12.0,313.1937226883133,746.5996259320906,718.4282013310188,790874.6023248,762939.9084687312,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Dry Beans,San Joaquin River,0.65,1248.750059,1752.0,1.3,4.196017000345286e-19,2762.36170131648,6.487307213393354e-08,2844153.1343783997,9.556848319986423e-16,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Grain,San Joaquin River,0.65,72.81367026,164.0,2.5,73.54180680511611,33.97899734514724,34.23298961754115,29853.604806599997,30152.140790097605,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Other Deciduous,San Joaquin River,0.65,5966.793346,1941.520674,2.07538957,5318.622862531299,20560.59844055851,18281.29052663237,24042667.2585236,21430921.492050666,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Pasture,San Joaquin River,0.65,8.53927993,276.0,5.0,6.487307212975873e-21,39.282284924693066,6.487307212973716e-08,11784.206303399998,8.952483953906704e-18,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Safflower,San Joaquin River,0.65,52.20934812,574.0,1.3,6.487307212976275e-21,125.59767726324469,6.487307212973135e-08,38958.61556714401,4.840828642322897e-18,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Tomato Processing,San Joaquin River,0.65,750.894725,101.0,43.3,512.1099094124537,1786.8747878138583,1215.6012761113702,3283887.9008424995,2239610.2668334832,3,Good,509.62569406365145
